"nbPassengers","operatingAirline","bookingStatus","originAirport","destinationAirport","departureDate","arrivalDate"
1,"kq","confirmed","mba","nbo","2019-03-19T08:10:00Z","2019-03-19T09:10:00Z"
"","","","","","",""
1,"kq","confirmed","lhr","nbo","2019-03-18T17:25:00Z","2019-03-19T05:00:00Z"
1,"kq","confirmed","ebb","nbo","2019-03-21T20:30:00Z","2019-03-21T21:40:00Z"
2,"dl","confirmed","msy","atl","2019-08-18T16:33:00Z","2019-08-18T19:11:00Z"
2,"af","confirmed","cdg","atl","2019-08-06T13:30:00Z","2019-08-06T17:00:00Z"
1,"af","confirmed","nce","ory","2019-05-09T08:40:00Z","2019-05-09T10:10:00Z"
"","","","","","",""
1,"af","confirmed","tln","ory","2019-01-30T06:50:00Z","2019-01-30T08:25:00Z"
1,"af","confirmed","ory","tln","2019-04-03T14:10:00Z","2019-04-03T15:35:00Z"
2,"af","confirmed","bod","ory","2019-04-16T08:10:00Z","2019-04-16T09:25:00Z"
2,"af","confirmed","ory","bod","2019-05-15T16:50:00Z","2019-05-15T18:00:00Z"
1,"af","confirmed","cdg","lhr","2019-03-10T10:00:00Z","2019-03-10T10:30:00Z"
1,"af","confirmed","lhr","cdg","2019-03-17T15:35:00Z","2019-03-17T17:55:00Z"
1,"af","confirmed","cdg","cai","2019-04-13T16:00:00Z","2019-04-13T20:40:00Z"
1,"af","confirmed","cai","cdg","2019-04-22T02:10:00Z","2019-04-22T07:00:00Z"
1,"kl","confirmed","vxo","ams","2019-08-17T14:05:00Z","2019-08-17T15:45:00Z"
1,"kl","confirmed","ams","vxo","2019-07-30T12:00:00Z","2019-07-30T13:35:00Z"
1,"af","confirmed","str","cdg","2019-03-18T06:00:00Z","2019-03-18T07:25:00Z"
1,"af","confirmed","cdg","mex","2019-03-18T11:00:00Z","2019-03-18T16:20:00Z"
2,"dl","confirmed","cdg","sea","2019-12-16T10:30:00Z","2019-12-16T12:30:00Z"
2,"af","confirmed","cdg","ham","2020-01-09T15:30:00Z","2020-01-09T17:05:00Z"
4,"kl","confirmed","tlv","ams","2019-04-16T04:45:00Z","2019-04-16T08:45:00Z"
4,"kl","confirmed","nrt","ams","2019-04-24T10:25:00Z","2019-04-24T15:05:00Z"
3,"kl","confirmed","hkg","ams","2019-05-12T12:20:00Z","2019-05-12T18:35:00Z"
3,"kl","confirmed","ams","hkg","2019-05-03T17:15:00Z","2019-05-04T10:20:00Z"
1,"af","unaccepted","ory","tls","2019-03-17T16:30:00Z","2019-03-17T17:45:00Z"
1,"af","seat_available","ory","tls","2019-03-17T15:25:00Z","2019-03-17T16:40:00Z"
1,"me","confirmed","bey","cdg","2019-03-15T02:05:00Z","2019-03-15T05:45:00Z"
1,"af","confirmed","cdg","mia","2019-03-15T10:10:00Z","2019-03-15T15:10:00Z"
1,"af","confirmed","hnd","cdg","2019-03-18T23:50:00Z","2019-03-19T04:50:00Z"
1,"af","confirmed","cdg","hnd","2019-03-23T23:20:00Z","2019-03-24T19:25:00Z"
3,"kl","confirmed","bll","ams","2019-04-03T10:05:00Z","2019-04-03T11:15:00Z"
3,"dl","confirmed","ams","mco","2019-04-03T14:45:00Z","2019-04-03T19:11:00Z"
46,"af","confirmed","cdg","bog","2019-03-17T17:15:00Z","2019-03-17T22:05:00Z"
46,"kl","confirmed","ctg","ams","2019-03-24T18:40:00Z","2019-03-25T10:10:00Z"
1,"af","confirmed","cdg","lhr","2019-03-18T16:15:00Z","2019-03-18T16:40:00Z"
"","","","","","",""
1,"kq","confirmed","mpm","nbo","2019-10-18T15:05:00Z","2019-10-18T20:00:00Z"
1,"kq","confirmed","nbo","cdg","2019-10-18T23:50:00Z","2019-10-19T07:30:00Z"
1,"af","seat_available","sin","cdg","2019-03-17T23:10:00Z","2019-03-18T06:10:00Z"
"","","","","","",""
1,"af","confirmed","cdg","lax","2019-03-22T10:20:00Z","2019-03-22T14:05:00Z"
1,"af","confirmed","bcn","cdg","2019-03-22T06:25:00Z","2019-03-22T08:25:00Z"
2,"af","confirmed","fdf","ory","2019-11-06T19:10:00Z","2019-11-07T08:25:00Z"
2,"af","confirmed","ory","bes","2019-11-07T13:00:00Z","2019-11-07T14:10:00Z"
2,"a5","confirmed","rns","nce","2019-05-24T10:45:00Z","2019-05-24T12:25:00Z"
"","","","","","",""
1,"af","confirmed","cdg","dtw","2019-05-01T15:40:00Z","2019-05-01T18:15:00Z"
1,"af","confirmed","cdg","cmn","2019-04-18T12:25:00Z","2019-04-18T14:35:00Z"
1,"at","confirmed","cmn","bko","2019-04-06T22:30:00Z","2019-04-07T01:05:00Z"
1,"at","confirmed","bko","cmn","2019-03-18T02:35:00Z","2019-03-18T06:50:00Z"
2,"kl","confirmed","ams","aua","2019-07-01T12:05:00Z","2019-07-01T16:00:00Z"
2,"kl","confirmed","aua","ams","2019-07-16T17:15:00Z","2019-07-17T10:30:00Z"
1,"kl","confirmed","bll","ams","2019-06-21T10:05:00Z","2019-06-21T11:15:00Z"
1,"kl","confirmed","ams","bll","2019-06-23T21:35:00Z","2019-06-23T22:45:00Z"
1,"kl","confirmed","dmm","ams","2019-02-13T01:40:00Z","2019-02-13T06:30:00Z"
1,"dl","confirmed","lit","atl","2019-03-17T12:09:00Z","2019-03-17T14:40:00Z"
2,"dl","confirmed","jfk","nce","2019-08-14T20:15:00Z","2019-08-15T10:25:00Z"
2,"dl","confirmed","nce","jfk","2019-07-15T12:15:00Z","2019-07-15T15:18:00Z"
2,"be","confirmed","egc","bhx","2019-08-17T13:45:00Z","2019-08-17T14:45:00Z"
"","","","","","",""
2,"kl","confirmed","ams","dps","2019-03-17T21:00:00Z","2019-03-18T20:20:00Z"
2,"bt","confirmed","rix","ams","2019-03-17T16:25:00Z","2019-03-17T17:50:00Z"
2,"xk","confirmed","aja","ory","2019-09-12T10:15:00Z","2019-09-12T11:50:00Z"
2,"xk","confirmed","ory","aja","2019-09-16T17:45:00Z","2019-09-16T19:20:00Z"
2,"ci","confirmed","ams","tpe","2019-04-27T11:00:00Z","2019-04-28T06:00:00Z"
2,"ci","confirmed","tpe","vie","2019-03-17T23:35:00Z","2019-03-18T06:05:00Z"
1,"a5","confirmed","lys","puf","2019-03-20T15:50:00Z","2019-03-20T17:25:00Z"
1,"a5","confirmed","puf","lys","2019-03-18T18:00:00Z","2019-03-18T19:30:00Z"
1,"kl","confirmed","lcy","ams","2019-03-18T18:55:00Z","2019-03-18T21:15:00Z"
"","","","","","",""
1,"kl","confirmed","ams","txl","2019-03-27T08:05:00Z","2019-03-27T09:25:00Z"
1,"kl","confirmed","ams","icn","2019-03-30T21:10:00Z","2019-03-31T15:40:00Z"
4,"a5","confirmed","lys","rns","2019-04-18T20:10:00Z","2019-04-18T21:35:00Z"
4,"a5","confirmed","nce","lys","2019-04-18T18:25:00Z","2019-04-18T19:25:00Z"
3,"dl","confirmed","dtw","jfk","2019-03-19T08:23:00Z","2019-03-19T10:16:00Z"
3,"dl","confirmed","dtw","ams","2019-02-16T18:23:00Z","2019-02-17T08:00:00Z"
2,"kl","confirmed","edi","ams","2019-04-01T06:00:00Z","2019-04-01T08:35:00Z"
2,"kl","confirmed","ams","edi","2019-03-26T08:10:00Z","2019-03-26T08:40:00Z"
1,"ba","waiting_list","lcy","ory","2019-03-18T08:25:00Z","2019-03-18T10:40:00Z"
1,"ba","waiting_list","cdg","lhr","2019-03-18T18:15:00Z","2019-03-18T18:25:00Z"
4,"sv","confirmed","jed","cdg","2019-08-28T03:45:00Z","2019-08-28T08:30:00Z"
4,"ws","confirmed","yhz","yyz","2019-06-02T15:00:00Z","2019-06-02T16:20:00Z"
1,"kl","confirmed","ams","cph","2019-06-17T17:00:00Z","2019-06-17T18:20:00Z"
1,"kl","confirmed","cph","ams","2019-03-17T17:25:00Z","2019-03-17T18:55:00Z"
1,"be","confirmed","man","cdg","2019-03-29T17:30:00Z","2019-03-29T20:00:00Z"
"","","","","","",""
1,"af","confirmed","ory","jfk","2019-03-27T14:10:00Z","2019-03-27T17:50:00Z"
1,"af","confirmed","cdg","txl","2019-03-18T07:20:00Z","2019-03-18T09:05:00Z"
2,"af","confirmed","ory","ptp","2018-10-23T12:05:00Z","2018-10-23T14:40:00Z"
2,"af","confirmed","mrs","ory","2018-10-23T08:45:00Z","2018-10-23T10:10:00Z"
1,"af","confirmed","amm","cdg","2019-04-04T01:25:00Z","2019-04-04T05:35:00Z"
1,"af","confirmed","cdg","dtw","2019-04-04T15:40:00Z","2019-04-04T18:15:00Z"
1,"kl","confirmed","lhr","ams","2019-06-19T19:15:00Z","2019-06-19T21:25:00Z"
1,"kl","confirmed","ams","lhr","2019-06-16T10:15:00Z","2019-06-16T10:45:00Z"
2,"kl","confirmed","lis","ams","2019-04-04T05:00:00Z","2019-04-04T09:00:00Z"
2,"vy","confirmed","bcn","mad","2019-03-22T09:45:00Z","2019-03-22T11:05:00Z"
2,"af","confirmed","fdf","ory","2019-11-06T19:10:00Z","2019-11-07T08:25:00Z"
2,"af","confirmed","ory","bes","2019-11-07T13:00:00Z","2019-11-07T14:10:00Z"
1,"kl","confirmed","ams","ord","2019-03-18T12:40:00Z","2019-03-18T15:25:00Z"
1,"kl","confirmed","ord","ams","2019-03-22T17:25:00Z","2019-03-23T07:10:00Z"
